[14:10:51.090995598] (+?.?????????) lib.eal.thread.lcore.ready: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC, cpuset = "12" }
[14:10:51.091044990] (+0.000049392) lib.eal.thread.lcore.ready: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD, cpuset = "13" }
[14:10:51.091059249] (+0.000014259) lib.eal.thread.lcore.running: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC, f = 0x5651F811F980 }
[14:10:51.091059294] (+0.000000045) lib.eal.thread.lcore.stopped: { cpu_id = 0xC, name = "rte-worker-12" }, { lcore_id = 0xC }
[14:10:51.091061089] (+0.000001795) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xC, rc = 0 }
[14:10:51.091064543] (+0.000003454) lib.eal.thread.lcore.running: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD, f = 0x5651F811F980 }
[14:10:51.091064590] (+0.000000047) lib.eal.thread.lcore.stopped: { cpu_id = 0xD, name = "rte-worker-13" }, { lcore_id = 0xD }
[14:10:51.091064739] (+0.000000149) lib.eal.thread.lcore.ready: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE, cpuset = "14" }
[14:10:51.091065672] (+0.000000933) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xD, rc = 0 }
[14:10:51.091069426] (+0.000003754) lib.eal.thread.lcore.running: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE, f = 0x5651F811F980 }
[14:10:51.091069442] (+0.000000016) lib.eal.thread.lcore.stopped: { cpu_id = 0xE, name = "rte-worker-14" }, { lcore_id = 0xE }
[14:10:51.091070679] (+0.000001237) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xE, rc = 0 }
[14:10:51.091090089] (+0.000019410) lib.eal.thread.lcore.ready: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF, cpuset = "15" }
[14:10:51.091091630] (+0.000001541) lib.eal.thread.lcore.running: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF, f = 0x5651F811F980 }
[14:10:51.091091645] (+0.000000015) lib.eal.thread.lcore.stopped: { cpu_id = 0xF, name = "rte-worker-15" }, { lcore_id = 0xF }
[14:10:51.091092966] (+0.000001321) lib.eal.thread.remote.launch: { cpu_id = 0xB, name = "dpdk-testpmd" }, { f = 0x5651F811F980, arg = 0x0, worker_id = 0xF, rc = 0 }
[14:10:56.865286411] (+0.000000006) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.865286417] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.865286425] (+0.000000008) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.865286430] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.865286436] (+0.000000006) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.865286442] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.865286454] (+0.000000012) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:56.865286460] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:56.865286487] (+0.000000027) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:56.865286522] (+0.000000035) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x1, dev_info_nb_tx_queues = 0x1, dev_info_dev_capa = 0x0 }
[14:10:56.865286665] (+0.000000143) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, is_valid = 1 }
[14:10:56.867360818] (+0.002074153) lib.ethdev.stop: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, ret = 0 }
[14:10:56.867360858] (+0.000000040) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:56.867361776] (+0.000000918) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:56.867361793] (+0.000000017) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.867361798] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.867363645] (+0.000001847) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.867363652] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.867364567] (+0.000000915) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.867364573] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.867364638] (+0.000000065) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.867364644] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.867364730] (+0.000000086) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:56.867364828] (+0.000000098) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x1, dev_info_nb_tx_queues = 0x1, dev_info_dev_capa = 0x0 }
[14:10:56.867364987] (+0.000000159) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.867364993] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.867365103] (+0.000000110) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.867365109] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.867365218] (+0.000000109) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.867365224] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.867365331] (+0.000000107) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.867365336] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.867365432] (+0.000000096) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.867365437] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.867365775] (+0.000000338) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.867365780] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, owner_id = 0x0 }
[14:10:56.867365814] (+0.000000034) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0, is_valid = 1 }
[14:10:56.930134833] (+0.062769019) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x165765D80 }
[14:10:56.930135414] (+0.000000581) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x165764C00 }
[14:10:56.930136635] (+0.000001221) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x165766F00 }
[14:10:56.930139300] (+0.000002665) lib.eal.memzone.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "eth_p0_q0_rx_ring", addr = 0x165766F00, rc = 0 }
[14:10:56.930139316] (+0.000000016) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x1657771C0 }
[14:10:56.930139519] (+0.000000203) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x165777580 }
[14:10:56.930139917] (+0.000000398) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x165779600 }
[14:10:56.930142900] (+0.000002983) lib.eal.memzone.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "eth_p0_q0_tx_ring", addr = 0x165779600, rc = 0 }
[14:10:56.930142914] (+0.000000014) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x165789680 }
[14:10:56.930711037] (+0.000568123) lib.eal.intr.disable: { cpu_id = 0xB, name = "dpdk-testpmd" }, { rc = 0, handle_dev_fd = 32, handle_fd = 31, handle_type = 1, handle_max_intr = 0x0, handle_nb_efd = 0x0 }
[14:10:56.930714337] (+0.000003300) lib.eal.intr.unregister: { cpu_id = 0xB, name = "dpdk-testpmd" }, { rc = 1, handle_dev_fd = 32, handle_fd = 31, handle_type = 1, handle_max_intr = 0x0, handle_nb_efd = 0x0, cb = 0x5651F758DF24, cb_arg = 0x5651F927CF40 }
[14:10:56.930714363] (+0.000000026) lib.ethdev.close: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x0 }
[14:10:56.930718491] (+0.000004128) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x16578B840 }
[14:10:56.930719095] (+0.000000604) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x1657897C0 }
[14:10:56.930719592] (+0.000000497) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x17FA9EC00 }
[14:10:56.930719782] (+0.000000190) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x0 }
[14:10:56.930719794] (+0.000000012) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x17FA9EF80 }
[14:10:56.930721497] (+0.000001703) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930721504] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930721520] (+0.000000016) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.930721526] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.930721535] (+0.000000009) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:56.930721540] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:56.930721652] (+0.000000112) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:56.930721677] (+0.000000025) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930721682] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930721703] (+0.000000021) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.930721708] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.930721715] (+0.000000007) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:56.930721720] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:56.930721750] (+0.000000030) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:56.930721781] (+0.000000031) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930721787] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930721813] (+0.000000026) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930721818] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930721836] (+0.000000018) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.930721842] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.930721865] (+0.000000023) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930721869] (+0.000000004) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930721875] (+0.000000006) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.930721881] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.930721886] (+0.000000005) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:56.930721891] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:56.930721917] (+0.000000026) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930721922] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930721934] (+0.000000012) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.930721939] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.930721945] (+0.000000006) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:56.930721951] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:56.930721976] (+0.000000025) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x20, owner_id = 0x0 }
[14:10:56.930722000] (+0.000000024) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930722005] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930722031] (+0.000000026) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930722037] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930722042] (+0.000000005) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.930722048] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.930722073] (+0.000000025) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930722079] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930722085] (+0.000000006) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
[14:10:56.930722091] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2, owner_id = 0x0 }
[14:10:56.930722097] (+0.000000006) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3 }
[14:10:56.930722102] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x3, owner_id = 0x0 }
[14:10:56.930723252] (+0.000001150) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930723258] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930724663] (+0.000001405) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930724670] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930726201] (+0.000001531) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930726205] (+0.000000004) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930726226] (+0.000000021) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930726232] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930726240] (+0.000000008) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:56.930726267] (+0.000000027) lib.ethdev.info_get: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, dev_info_driver_name = "net_ixgbe_vf", dev_info_min_mtu = 0x2E, dev_info_max_mtu = 0x25EE, dev_info_min_rx_bufsize = 0x400, dev_info_max_rx_pktlen = 0x2600, dev_info_max_rx_queues = 0x4, dev_info_max_tx_queues = 0x4, dev_info_max_mac_addrs = 0x80, dev_info_rx_offload_capa = 0x9220F, dev_info_tx_offload_capa = 0x803F, dev_info_rx_queue_offload_capa = 0x1, dev_info_tx_queue_offload_capa = 0x0, dev_info_reta_size = 0x40, dev_info_hash_key_size = 0x28, dev_info_flow_type_rss_offloads = 0x38D34, dev_info_rx_desc_lim_nb_max = 0x1000, dev_info_rx_desc_lim_nb_min = 0x20, dev_info_rx_desc_lim_nb_align = 0x8, dev_info_tx_desc_lim_nb_max = 0x1000, dev_info_tx_desc_lim_nb_min = 0x20, dev_info_tx_desc_lim_nb_align = 0x8, dev_info_speed_capa = 0x0, dev_info_nb_rx_queues = 0x1, dev_info_nb_tx_queues = 0x1, dev_info_dev_capa = 0x0 }
[14:10:56.930726297] (+0.000000030) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930726304] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930726323] (+0.000000019) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930726330] (+0.000000007) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930726351] (+0.000000021) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930726355] (+0.000000004) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930726382] (+0.000000027) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930726388] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930726407] (+0.000000019) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930726413] (+0.000000006) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930726432] (+0.000000019) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.930726437] (+0.000000005) lib.ethdev.find_next_owned_by: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, owner_id = 0x0 }
[14:10:56.930726456] (+0.000000019) lib.ethdev.is_valid_port: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1, is_valid = 1 }
[14:10:56.993493749] (+0.062767293) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x16573D080 }
[14:10:56.993493984] (+0.000000235) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x16573BF00 }
[14:10:56.993494782] (+0.000000798) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x16573E200 }
[14:10:56.993497346] (+0.000002564) lib.eal.memzone.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "eth_p1_q0_rx_ring", addr = 0x16573E200, rc = 0 }
[14:10:56.993497358] (+0.000000012) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x16574E4C0 }
[14:10:56.993497457] (+0.000000099) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x16574E880 }
[14:10:56.993497999] (+0.000000542) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x165750900 }
[14:10:56.993500865] (+0.000002866) lib.eal.memzone.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { name = "eth_p1_q0_tx_ring", addr = 0x165750900, rc = 0 }
[14:10:56.993500875] (+0.000000010) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x1657609C0 }
[14:10:56.994068784] (+0.000567909) lib.eal.intr.disable: { cpu_id = 0xB, name = "dpdk-testpmd" }, { rc = 0, handle_dev_fd = 34, handle_fd = 33, handle_type = 1, handle_max_intr = 0x0, handle_nb_efd = 0x0 }
[14:10:56.994070625] (+0.000001841) lib.eal.intr.unregister: { cpu_id = 0xB, name = "dpdk-testpmd" }, { rc = 1, handle_dev_fd = 34, handle_fd = 33, handle_type = 1, handle_max_intr = 0x0, handle_nb_efd = 0x0, cb = 0x5651F758DF24, cb_arg = 0x5651F9280FC0 }
[14:10:56.994070632] (+0.000000007) lib.ethdev.close: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x1 }
[14:10:56.994074507] (+0.000003875) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x165762B80 }
[14:10:56.994074893] (+0.000000386) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x165760B00 }
[14:10:56.994075370] (+0.000000477) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x17FA93D00 }
[14:10:56.994075570] (+0.000000200) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x0 }
[14:10:56.994075576] (+0.000000006) lib.eal.mem.free: { cpu_id = 0xB, name = "dpdk-testpmd" }, { ptr = 0x17FA94080 }
[14:10:56.994077183] (+0.000001607) lib.ethdev.find_next: { cpu_id = 0xB, name = "dpdk-testpmd" }, { port_id = 0x2 }
